,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
27525,Pneumonia,2007,25,0.604716041,0.074965692,0.451440153,0.510205996,0.598973536,0.706657128,0.749284577,infectious,stigmaindex
27550,Pneumonia,2010,25,0.913153867,0.107015194,0.745605141,0.752440897,0.871556669,1.087453228,1.164123744,infectious,stigmaindex
27575,Pneumonia,2013,25,0.788311554,0.109494122,0.567305095,0.57181945,0.795542972,0.932606151,0.991181865,infectious,stigmaindex
27600,Pneumonia,2016,25,1.384996975,0.090787322,1.239848927,1.251678498,1.380078435,1.55520986,1.561543077,infectious,stigmaindex
27625,Prader_Willi_syndrome,1980,0,,,,,,,,genetic,stigmaindex
27650,Prader_Willi_syndrome,1983,0,,,,,,,,genetic,stigmaindex
27675,Prader_Willi_syndrome,1986,0,,,,,,,,genetic,stigmaindex
27700,Prader_Willi_syndrome,1989,0,,,,,,,,genetic,stigmaindex
27725,Prader_Willi_syndrome,1992,0,,,,,,,,genetic,stigmaindex
27750,Prader_Willi_syndrome,1995,7,0.806429553,0.199361068,0.395740188,0.472426738,0.868821219,0.96522476,0.978922635,genetic,stigmaindex
27775,Prader_Willi_syndrome,1998,25,0.435124255,0.35625964,-0.286004693,-0.223999498,0.511042416,0.929044862,1.116419986,genetic,stigmaindex
27800,Prader_Willi_syndrome,2001,25,0.41926972,0.245328344,0.101438513,0.121075694,0.318746991,0.864641427,1.033220381,genetic,stigmaindex
27825,Prader_Willi_syndrome,2004,25,0.61704381,0.281183152,-0.11051093,0.198028054,0.619732395,0.963841439,1.036728881,genetic,stigmaindex
27850,Prader_Willi_syndrome,2007,22,0.510699915,0.340392446,-0.310954185,-0.253932617,0.559828872,1.057223051,1.124639243,genetic,stigmaindex
27875,Prader_Willi_syndrome,2010,25,-0.38713454,0.261638398,-1.02180318,-0.89533718,-0.390270039,-0.024029405,0.180659316,genetic,stigmaindex
27900,Prader_Willi_syndrome,2013,22,0.242672311,0.50148021,-0.865901826,-0.474065426,0.259222251,0.982847751,1.225834265,genetic,stigmaindex
27925,Prader_Willi_syndrome,2016,25,-0.201850236,0.355207931,-0.858754277,-0.70247333,-0.212379401,0.387340407,0.428815567,genetic,stigmaindex
27950,Prostate_cancer,1980,0,,,,,,,,cancers,stigmaindex
27975,Prostate_cancer,1983,0,,,,,,,,cancers,stigmaindex
28000,Prostate_cancer,1986,25,1.15013577,0.241466157,0.524189806,0.858052939,1.144804195,1.516172568,1.668407112,cancers,stigmaindex
28025,Prostate_cancer,1989,25,0.955234797,0.112522366,0.695255753,0.759577403,0.94443354,1.111670449,1.126457289,cancers,stigmaindex
28050,Prostate_cancer,1992,25,-0.030730514,0.154283675,-0.342126993,-0.308376058,-0.039231766,0.220081891,0.263143433,cancers,stigmaindex
28075,Prostate_cancer,1995,25,0.000387315,0.119847224,-0.217480119,-0.20083453,-0.020327382,0.1965787,0.25718471,cancers,stigmaindex
28100,Prostate_cancer,1998,25,0.165736079,0.10784125,-0.048329331,0.007432606,0.180348936,0.357626688,0.401175842,cancers,stigmaindex
28125,Prostate_cancer,2001,25,-0.222147764,0.122191418,-0.472472832,-0.463041573,-0.210264686,-0.03250424,-0.032060548,cancers,stigmaindex
28150,Prostate_cancer,2004,25,-0.283769125,0.10529766,-0.515419257,-0.512228109,-0.274990637,-0.140790942,-0.136162333,cancers,stigmaindex
28175,Prostate_cancer,2007,25,-0.029114467,0.109885465,-0.233021207,-0.22507488,-0.001379937,0.109146066,0.147421355,cancers,stigmaindex
28200,Prostate_cancer,2010,25,-0.171526629,0.102926279,-0.342305753,-0.318341137,-0.177884121,0.029388962,0.075437874,cancers,stigmaindex
28225,Prostate_cancer,2013,25,-0.113283042,0.119622141,-0.322818561,-0.28389893,-0.122383073,0.127639289,0.145680219,cancers,stigmaindex
28250,Prostate_cancer,2016,25,-0.082038521,0.091297489,-0.208118722,-0.187010685,-0.098165378,0.071479736,0.122330431,cancers,stigmaindex
28275,Psoriasis,1980,0,,,,,,,,autoimmune,stigmaindex
28300,Psoriasis,1983,0,,,,,,,,autoimmune,stigmaindex
28325,Psoriasis,1986,24,1.960405786,0.216482105,1.492077261,1.701737528,1.926904477,2.371917648,2.388342977,autoimmune,stigmaindex
28350,Psoriasis,1989,25,1.700467682,0.297635021,1.233972117,1.277749516,1.726856679,2.231977891,2.531157464,autoimmune,stigmaindex
28375,Psoriasis,1992,25,1.328622187,0.263242692,0.725011548,0.855103858,1.336928934,1.70237361,1.74036479,autoimmune,stigmaindex
28400,Psoriasis,1995,25,1.193173912,0.204922932,0.864882916,0.911374189,1.141324216,1.533404337,1.583747283,autoimmune,stigmaindex
28425,Psoriasis,1998,25,1.084286313,0.213095368,0.803524125,0.808160958,1.03816475,1.519331546,1.553796902,autoimmune,stigmaindex
28450,Psoriasis,2001,25,0.906266062,0.221122494,0.483523689,0.55204488,0.84483628,1.314300872,1.332228571,autoimmune,stigmaindex
28475,Psoriasis,2004,25,0.825244763,0.203849931,0.431365967,0.503879402,0.832724344,1.217809924,1.263712026,autoimmune,stigmaindex
28500,Psoriasis,2007,25,1.040383198,0.196845789,0.652780226,0.734337792,1.066796064,1.343809718,1.384401768,autoimmune,stigmaindex
28525,Psoriasis,2010,25,0.879957629,0.236685419,0.3856456,0.390049864,0.873641752,1.257155507,1.354699552,autoimmune,stigmaindex
28550,Psoriasis,2013,25,-0.274925337,0.15835187,-0.630427025,-0.562908493,-0.275642926,-0.101014657,-0.002028584,autoimmune,stigmaindex
28575,Psoriasis,2016,25,-0.099890586,0.18218111,-0.432348125,-0.427847954,-0.107620006,0.122339265,0.350183979,autoimmune,stigmaindex
28600,Restless_leg_syndrome,1980,0,,,,,,,,other,stigmaindex
28625,Restless_leg_syndrome,1983,0,,,,,,,,other,stigmaindex
28650,Restless_leg_syndrome,1986,0,,,,,,,,other,stigmaindex
28675,Restless_leg_syndrome,1989,0,,,,,,,,other,stigmaindex
28700,Restless_leg_syndrome,1992,0,,,,,,,,other,stigmaindex
28725,Restless_leg_syndrome,1995,3,0.980559041,0.101452143,0.914516762,0.915738356,0.929786682,1.08396672,1.097373679,other,stigmaindex
28750,Restless_leg_syndrome,1998,1,0.752629235,,0.752629235,0.752629235,0.752629235,0.752629235,0.752629235,other,stigmaindex
28775,Restless_leg_syndrome,2001,1,0.946806692,,0.946806692,0.946806692,0.946806692,0.946806692,0.946806692,other,stigmaindex
28800,Restless_leg_syndrome,2004,21,1.252619353,0.257563921,0.740881242,0.791104634,1.263136119,1.608510399,1.682392597,other,stigmaindex
28825,Restless_leg_syndrome,2007,25,1.928818054,0.288580762,1.305921286,1.354104432,1.960768461,2.242082694,2.635415614,other,stigmaindex
28850,Restless_leg_syndrome,2010,24,1.23087019,0.292427359,0.565080408,0.723032581,1.276660427,1.646070477,1.782680959,other,stigmaindex
28875,Restless_leg_syndrome,2013,25,1.184925507,0.34786574,0.548012763,0.550456631,1.248778939,1.69178056,1.734142125,other,stigmaindex
28900,Restless_leg_syndrome,2016,6,1.624455052,0.332525179,1.17596899,1.195365375,1.69685328,1.963562971,1.971237004,other,stigmaindex
28925,Rett_syndrome,1980,0,,,,,,,,genetic,stigmaindex
28950,Rett_syndrome,1983,0,,,,,,,,genetic,stigmaindex
28975,Rett_syndrome,1986,0,,,,,,,,genetic,stigmaindex
29000,Rett_syndrome,1989,0,,,,,,,,genetic,stigmaindex
29025,Rett_syndrome,1992,0,,,,,,,,genetic,stigmaindex
29050,Rett_syndrome,1995,4,-0.039819107,0.260970067,-0.244819112,-0.242474392,-0.115297274,0.277562992,0.316137232,genetic,stigmaindex
29075,Rett_syndrome,1998,0,,,,,,,,genetic,stigmaindex
29100,Rett_syndrome,2001,25,0.269117892,0.403428262,-0.635407113,-0.355644545,0.245832663,0.782816741,1.205806553,genetic,stigmaindex
29125,Rett_syndrome,2004,13,0.334598685,0.177462314,-0.006714001,0.055106089,0.393654745,0.577712307,0.643905785,genetic,stigmaindex
29150,Rett_syndrome,2007,25,0.353374794,0.256053712,0.017530717,0.043446507,0.360288873,0.86917085,0.902084894,genetic,stigmaindex
29175,Rett_syndrome,2010,0,,,,,,,,genetic,stigmaindex
29200,Rett_syndrome,2013,4,0.043205919,0.229775621,-0.190992373,-0.176282884,0.011312757,0.311172329,0.341190536,genetic,stigmaindex
29225,Rett_syndrome,2016,7,0.967582438,0.283778757,0.507808015,0.586797127,0.930554017,1.335372223,1.349446177,genetic,stigmaindex
29250,Reye_syndrome,1980,25,1.451557602,0.161932149,1.143446192,1.144390358,1.4400471,1.684248377,1.882620007,other,stigmaindex
29275,Reye_syndrome,1983,25,1.541474721,0.213332969,1.07406199,1.196837955,1.557904154,1.786894875,1.897526741,other,stigmaindex
29300,Reye_syndrome,1986,16,1.934017032,0.187108132,1.447809175,1.642556942,1.942620009,2.218585825,2.230958998,other,stigmaindex
29325,Reye_syndrome,1989,11,1.753545361,0.195253845,1.411136761,1.467837176,1.764354825,2.045713729,2.082784206,other,stigmaindex
29350,Reye_syndrome,1992,14,1.299451451,0.199047034,0.978811458,0.983108206,1.314094901,1.583269538,1.605487078,other,stigmaindex
29375,Reye_syndrome,1995,25,1.76234466,0.215646899,1.276694506,1.362795476,1.797868907,2.036400349,2.175976813,other,stigmaindex
29400,Reye_syndrome,1998,25,1.281042287,0.179059717,1.003782347,1.037655485,1.256217584,1.56162299,1.788897246,other,stigmaindex
29425,Reye_syndrome,2001,25,1.504163048,0.202463474,1.041488126,1.12474418,1.516502589,1.749397196,1.750322193,other,stigmaindex
29450,Reye_syndrome,2004,11,1.507599006,0.253561407,0.90202935,1.051149169,1.582267255,1.7689538,1.801087856,other,stigmaindex
29475,Reye_syndrome,2007,8,1.379690144,0.220730328,1.060763001,1.098906836,1.348356977,1.639215678,1.640236437,other,stigmaindex
29500,Reye_syndrome,2010,0,,,,,,,,other,stigmaindex
29525,Reye_syndrome,2013,0,,,,,,,,other,stigmaindex
29550,Reye_syndrome,2016,0,,,,,,,,other,stigmaindex
29575,Schizophrenia,1980,25,1.534128537,0.152024694,1.18575339,1.256637029,1.549191251,1.733669446,1.745391428,mental,stigmaindex
29600,Schizophrenia,1983,25,1.774149492,0.145629523,1.553548306,1.557800101,1.743722856,1.999197152,2.06912905,mental,stigmaindex
29625,Schizophrenia,1986,25,1.470379197,0.176640985,1.184158869,1.211545174,1.527650401,1.703391055,1.772951692,mental,stigmaindex
29650,Schizophrenia,1989,25,1.281676386,0.171293891,0.713607006,1.092534754,1.286675468,1.497977595,1.614300251,mental,stigmaindex
29675,Schizophrenia,1992,25,1.319249713,0.178679454,1.019228607,1.0278397,1.340456173,1.514884028,1.57847321,mental,stigmaindex
29700,Schizophrenia,1995,25,1.566901096,0.151999877,1.170786232,1.270345854,1.618206024,1.743490465,1.754639328,mental,stigmaindex
29725,Schizophrenia,1998,25,1.460913769,0.110730718,1.321841531,1.336942861,1.443277508,1.635798615,1.771146744,mental,stigmaindex
29750,Schizophrenia,2001,25,1.275730714,0.122616018,1.064476155,1.100505945,1.260273555,1.468348992,1.515298307,mental,stigmaindex
29775,Schizophrenia,2004,25,1.335731099,0.08342917,1.175026029,1.203313993,1.352506958,1.494902658,1.502319932,mental,stigmaindex
29800,Schizophrenia,2007,25,1.360561623,0.162522475,0.919701818,1.02938385,1.380688898,1.570115255,1.611599401,mental,stigmaindex
29825,Schizophrenia,2010,25,1.547809168,0.143273696,1.19771643,1.261364549,1.552271217,1.751248373,1.825769395,mental,stigmaindex
29850,Schizophrenia,2013,25,1.601386112,0.150279482,1.278761223,1.331989604,1.618445083,1.80554325,1.886377305,mental,stigmaindex
29875,Schizophrenia,2016,25,1.528490136,0.146846689,1.302066252,1.308746697,1.509387612,1.782782514,1.789445579,mental,stigmaindex
29900,Scleroderma,1980,0,,,,,,,,autoimmune,stigmaindex
29925,Scleroderma,1983,5,0.660446314,0.127777916,0.541991668,0.546711388,0.611345552,0.831854101,0.852160871,autoimmune,stigmaindex
29950,Scleroderma,1986,0,,,,,,,,autoimmune,stigmaindex
29975,Scleroderma,1989,17,1.070183222,0.329338759,0.334704466,0.542056666,1.108300418,1.581627808,1.614387989,autoimmune,stigmaindex
30000,Scleroderma,1992,25,1.223159889,0.233369083,0.674317814,0.853428172,1.232176125,1.561580597,1.583852917,autoimmune,stigmaindex
30025,Scleroderma,1995,25,0.739996836,0.209096549,0.358534228,0.411980209,0.691059193,1.094909629,1.237930149,autoimmune,stigmaindex
30050,Scleroderma,1998,25,0.564001873,0.223838214,0.180921435,0.185074115,0.589802928,0.85142286,0.930154257,autoimmune,stigmaindex
30075,Scleroderma,2001,25,0.202877331,0.242478594,-0.190794893,-0.13020593,0.090903569,0.568104212,0.602502431,autoimmune,stigmaindex
30100,Scleroderma,2004,25,0.576885442,0.212702616,0.19756167,0.247818335,0.562287966,1.019945569,1.045394182,autoimmune,stigmaindex
30125,Scleroderma,2007,25,0.141975535,0.218049719,-0.312016194,-0.222895466,0.14207286,0.467312431,0.703810796,autoimmune,stigmaindex
30150,Scleroderma,2010,25,0.026591242,0.183176447,-0.510525316,-0.249831383,0.069140598,0.224551531,0.355611549,autoimmune,stigmaindex
30175,Scleroderma,2013,25,0.278850302,0.194159819,-0.090773091,-0.007063874,0.284946445,0.548553629,0.715811227,autoimmune,stigmaindex
30200,Scleroderma,2016,25,0.411434097,0.159956683,0.166098904,0.189938045,0.443910137,0.608092927,0.816210367,autoimmune,stigmaindex
30225,Scoliosis,1980,0,,,,,,,,musculoskeletal,stigmaindex
30250,Scoliosis,1983,11,0.517581765,0.256010123,0.076683521,0.149331722,0.498902455,0.948458034,1.019630492,musculoskeletal,stigmaindex
30275,Scoliosis,1986,0,,,,,,,,musculoskeletal,stigmaindex
30300,Scoliosis,1989,0,,,,,,,,musculoskeletal,stigmaindex
30325,Scoliosis,1992,22,1.272753605,0.227840234,0.729476631,0.950451728,1.24646011,1.5883375,1.808995605,musculoskeletal,stigmaindex
30350,Scoliosis,1995,25,0.58366806,0.220645883,0.187862758,0.272959292,0.579715928,0.949886268,0.963517025,musculoskeletal,stigmaindex
30375,Scoliosis,1998,25,0.612053885,0.187879724,0.055310989,0.321600008,0.657609299,0.837680946,0.890039526,musculoskeletal,stigmaindex
30400,Scoliosis,2001,25,0.503649026,0.222094859,0.114718467,0.16328813,0.493720815,0.931931809,0.963265747,musculoskeletal,stigmaindex
30425,Scoliosis,2004,25,0.580156021,0.256442647,0.036559069,0.09768514,0.630141955,0.8460587,1.238100111,musculoskeletal,stigmaindex
30450,Scoliosis,2007,25,0.455450628,0.222936216,0.016158089,0.060927514,0.468533132,0.790515627,0.810769416,musculoskeletal,stigmaindex
30475,Scoliosis,2010,25,0.651580571,0.232538317,0.213730535,0.217506826,0.678081963,1.019417582,1.109494701,musculoskeletal,stigmaindex
30500,Scoliosis,2013,25,0.39814508,0.211356241,0.00015158,0.106860496,0.445224252,0.668290131,0.783688888,musculoskeletal,stigmaindex
30525,Scoliosis,2016,25,0.780272977,0.211078404,0.261940436,0.330811304,0.790501945,1.014287345,1.137589306,musculoskeletal,stigmaindex
30550,Septicemia,1980,0,,,,,,,,infectious,stigmaindex
30575,Septicemia,1983,12,2.281362074,0.231331818,1.729466856,1.905056919,2.286413953,2.574010307,2.594684362,infectious,stigmaindex
30600,Septicemia,1986,7,1.587044279,0.201873187,1.263844803,1.32152299,1.581363901,1.87393886,1.947740138,infectious,stigmaindex
30625,Septicemia,1989,25,1.404380298,0.22200964,0.844839044,1.036129281,1.383898512,1.702796292,1.862447381,infectious,stigmaindex
30650,Septicemia,1992,25,1.37814216,0.18367205,1.088838369,1.103302313,1.340673655,1.675796573,1.745148599,infectious,stigmaindex
30675,Septicemia,1995,25,1.443074665,0.177253246,1.167629331,1.17775422,1.464097023,1.686263199,1.746046662,infectious,stigmaindex
30700,Septicemia,1998,25,1.729098672,0.243541039,1.334895477,1.423821277,1.721507654,2.172217851,2.260433316,infectious,stigmaindex
30725,Septicemia,2001,25,1.588243292,0.205345398,1.24771522,1.248693146,1.549673676,1.890200691,1.90087986,infectious,stigmaindex
30750,Septicemia,2004,25,1.387510518,0.195524821,1.106163867,1.116429854,1.449814364,1.643723711,1.653526992,infectious,stigmaindex
30775,Septicemia,2007,25,2.148868105,0.233010859,1.454238981,1.848101104,2.131101966,2.464194708,2.468895197,infectious,stigmaindex
30800,Septicemia,2010,25,1.85435741,0.165728296,1.471030831,1.531238742,1.851360947,2.086118979,2.20490396,infectious,stigmaindex
30825,Septicemia,2013,25,1.298884457,0.236271812,0.686269698,0.915196869,1.300362661,1.62539749,1.682401612,infectious,stigmaindex
30850,Septicemia,2016,25,0.894266047,0.153982516,0.614811154,0.718139203,0.902514316,1.074732727,1.328216657,infectious,stigmaindex
30875,Sickle_cell_anemia,1980,25,0.997546032,0.223154417,0.487023745,0.626133719,1.018661946,1.288216814,1.504752964,genetic,stigmaindex
30900,Sickle_cell_anemia,1983,25,1.105171714,0.256510544,0.500550419,0.670879453,1.115798041,1.435776635,1.785755903,genetic,stigmaindex
30925,Sickle_cell_anemia,1986,25,1.042412349,0.145349551,0.761106007,0.776389441,1.055274174,1.268791254,1.276920736,genetic,stigmaindex
30950,Sickle_cell_anemia,1989,25,0.742929693,0.237162374,0.149061949,0.268240827,0.765736118,0.99588614,1.228886604,genetic,stigmaindex
30975,Sickle_cell_anemia,1992,25,0.357978464,0.182353013,-0.104382727,0.175122614,0.362328278,0.55683345,0.991716444,genetic,stigmaindex
31000,Sickle_cell_anemia,1995,25,0.371469305,0.157888907,0.116445187,0.152978694,0.359590046,0.586251712,0.832317971,genetic,stigmaindex
31025,Sickle_cell_anemia,1998,25,0.31455,0.222531227,-0.212526932,0.067433787,0.252059825,0.716230012,0.74080734,genetic,stigmaindex
31050,Sickle_cell_anemia,2001,25,0.160339259,0.206719536,-0.15963374,-0.099404263,0.18136136,0.42274446,0.623245873,genetic,stigmaindex
31075,Sickle_cell_anemia,2004,25,0.552973783,0.174409317,0.222526032,0.355542333,0.531101976,0.912299715,0.972206682,genetic,stigmaindex
31100,Sickle_cell_anemia,2007,25,0.072694199,0.158811527,-0.277596474,-0.245837073,0.096990609,0.315618038,0.373890106,genetic,stigmaindex
31125,Sickle_cell_anemia,2010,25,0.04322656,0.223635851,-0.490515649,-0.232057399,0.035068095,0.454777713,0.511088714,genetic,stigmaindex
31150,Sickle_cell_anemia,2013,25,0.305370106,0.154617284,-0.03366138,0.073746478,0.293317813,0.545629463,0.582835978,genetic,stigmaindex
31175,Sickle_cell_anemia,2016,25,0.304710053,0.168517685,-0.006749392,0.076435988,0.262110762,0.606399042,0.662228219,genetic,stigmaindex
31200,Skin_cancer,1980,25,1.362108016,0.178930456,0.831187725,1.129726415,1.334003121,1.620248535,1.656475723,cancers,stigmaindex
31225,Skin_cancer,1983,25,1.283813269,0.153893327,1.049451411,1.0703528,1.260814577,1.538775404,1.542213753,cancers,stigmaindex
31250,Skin_cancer,1986,25,1.454077928,0.150734194,1.19894743,1.245838251,1.433747515,1.737067759,1.766051352,cancers,stigmaindex
31275,Skin_cancer,1989,25,1.030619674,0.130200165,0.733425488,0.860895789,1.034559205,1.15065654,1.355612993,cancers,stigmaindex
31300,Skin_cancer,1992,25,0.978771776,0.176994493,0.615453497,0.695199912,0.975946166,1.248842717,1.328976765,cancers,stigmaindex
31325,Skin_cancer,1995,25,0.875397659,0.133282273,0.685173802,0.698134479,0.856754076,1.07049776,1.149686448,cancers,stigmaindex
31350,Skin_cancer,1998,25,0.830019085,0.129548815,0.619402941,0.623645606,0.817715096,1.079659168,1.202347085,cancers,stigmaindex
31375,Skin_cancer,2001,25,0.433982732,0.165530033,0.07456673,0.112822591,0.433633313,0.714834721,0.728749073,cancers,stigmaindex
31400,Skin_cancer,2004,25,0.679385974,0.101911619,0.509184465,0.5156446,0.676630199,0.837053082,0.882184446,cancers,stigmaindex
31425,Skin_cancer,2007,25,0.667066841,0.121352511,0.424175423,0.434838709,0.710978448,0.836321665,0.882376049,cancers,stigmaindex
31450,Skin_cancer,2010,25,0.386119645,0.127077206,0.120976157,0.162766894,0.387109615,0.600387641,0.666636266,cancers,stigmaindex
31475,Skin_cancer,2013,25,0.315463995,0.094241807,0.184027746,0.191006539,0.318777198,0.441122426,0.59043131,cancers,stigmaindex
31500,Skin_cancer,2016,25,0.237356361,0.134068876,0.003061146,0.01204332,0.244868143,0.451431327,0.454552365,cancers,stigmaindex
31525,Social_anxiety_disorder,1980,0,,,,,,,,mental,stigmaindex
31550,Social_anxiety_disorder,1983,0,,,,,,,,mental,stigmaindex
31575,Social_anxiety_disorder,1986,0,,,,,,,,mental,stigmaindex
31600,Social_anxiety_disorder,1989,0,,,,,,,,mental,stigmaindex
31625,Social_anxiety_disorder,1992,0,,,,,,,,mental,stigmaindex
31650,Social_anxiety_disorder,1995,0,,,,,,,,mental,stigmaindex
31675,Social_anxiety_disorder,1998,25,1.727198436,0.22033781,1.269985646,1.479255284,1.68222183,2.134037838,2.208788872,mental,stigmaindex
31700,Social_anxiety_disorder,2001,25,1.32532977,0.286919525,0.74995639,0.820285064,1.393583804,1.702718191,1.851495504,mental,stigmaindex
31725,Social_anxiety_disorder,2004,25,1.70908944,0.275189176,1.099975437,1.291393965,1.749691516,2.175873363,2.338660419,mental,stigmaindex
31750,Social_anxiety_disorder,2007,25,1.934749733,0.23481324,1.502726659,1.526448745,1.961554527,2.239799789,2.426452011,mental,stigmaindex
31775,Social_anxiety_disorder,2010,25,1.629796928,0.221779872,1.209638357,1.246346827,1.641046971,1.96152463,2.005112171,mental,stigmaindex
31800,Social_anxiety_disorder,2013,21,1.596377232,0.266481389,1.311179683,1.326873598,1.46517694,2.00434441,2.152800292,mental,stigmaindex
31825,Social_anxiety_disorder,2016,0,,,,,,,,mental,stigmaindex
31850,Spina_bifida,1980,5,1.590159971,0.12001542,1.479823932,1.480775058,1.565968692,1.745008326,1.761661947,neurological,stigmaindex
31875,Spina_bifida,1983,25,0.91244861,0.186049252,0.567540411,0.623477912,0.933186835,1.219419167,1.229549251,neurological,stigmaindex
31900,Spina_bifida,1986,25,1.069544916,0.201552109,0.710144129,0.755696882,1.066665813,1.393311804,1.521912053,neurological,stigmaindex
31925,Spina_bifida,1989,25,1.061288047,0.28128941,0.655892693,0.695798455,0.993926927,1.583182892,1.681418031,neurological,stigmaindex
31950,Spina_bifida,1992,25,0.475514765,0.166329606,0.238246154,0.245011173,0.499264839,0.811146716,0.819221906,neurological,stigmaindex
31975,Spina_bifida,1995,25,0.266629149,0.162031561,-0.058100618,0.016402844,0.291760342,0.509540502,0.566791093,neurological,stigmaindex
32000,Spina_bifida,1998,25,0.313233403,0.167299098,0.015615605,0.090355273,0.333465286,0.617170058,0.720995056,neurological,stigmaindex
32025,Spina_bifida,2001,25,0.248920326,0.148570004,-0.069999425,-0.029011239,0.253195085,0.450067664,0.54256823,neurological,stigmaindex
32050,Spina_bifida,2004,25,0.135876863,0.11157739,-0.144619908,-0.028821109,0.141403066,0.330167798,0.331264414,neurological,stigmaindex
32075,Spina_bifida,2007,25,0.181139971,0.175731057,-0.118554883,-0.065060227,0.158331928,0.458822559,0.566813469,neurological,stigmaindex
32100,Spina_bifida,2010,25,0.126908209,0.189587438,-0.202914283,-0.199836155,0.110122424,0.445555884,0.520944019,neurological,stigmaindex
32125,Spina_bifida,2013,25,0.226185089,0.215193989,-0.38066075,-0.056954918,0.259118367,0.464750826,0.60627614,neurological,stigmaindex
32150,Spina_bifida,2016,25,0.327185413,0.195879795,-0.124598313,0.034014821,0.304303615,0.665367742,0.695954323,neurological,stigmaindex
32175,Spinal_muscular_atrophy,1980,0,,,,,,,,genetic,stigmaindex
32200,Spinal_muscular_atrophy,1983,0,,,,,,,,genetic,stigmaindex
32225,Spinal_muscular_atrophy,1986,0,,,,,,,,genetic,stigmaindex
32250,Spinal_muscular_atrophy,1989,5,0.457632718,0.337481357,-0.051608061,0.021869956,0.463616721,0.83122421,0.876853161,genetic,stigmaindex
32275,Spinal_muscular_atrophy,1992,0,,,,,,,,genetic,stigmaindex
32300,Spinal_muscular_atrophy,1995,25,0.527299405,0.333394409,-0.149165664,-0.095427206,0.607518118,0.970175895,1.052464351,genetic,stigmaindex
32325,Spinal_muscular_atrophy,1998,25,-0.044528065,0.24462675,-0.610143223,-0.468717531,-0.030350698,0.343801153,0.40434535,genetic,stigmaindex
32350,Spinal_muscular_atrophy,2001,25,0.26487249,0.256857124,-0.342552232,-0.304274818,0.255389006,0.59957026,0.7874709,genetic,stigmaindex
32375,Spinal_muscular_atrophy,2004,25,-0.280757085,0.183539376,-0.70045254,-0.651249987,-0.238425404,-0.049497644,0.04654697,genetic,stigmaindex
32400,Spinal_muscular_atrophy,2007,25,-0.116411205,0.262740729,-0.628956418,-0.531869178,-0.055664394,0.237867606,0.31710635,genetic,stigmaindex
32425,Spinal_muscular_atrophy,2010,25,0.025729705,0.207203793,-0.310334932,-0.276461162,0.046587165,0.407861562,0.426875753,genetic,stigmaindex
32450,Spinal_muscular_atrophy,2013,25,-0.112285156,0.25751712,-0.535205611,-0.498987833,-0.135342095,0.333503615,0.478259478,genetic,stigmaindex
32475,Spinal_muscular_atrophy,2016,25,-0.351859275,0.183849749,-0.578498222,-0.567483934,-0.414110528,-0.014003648,0.059102684,genetic,stigmaindex
32500,Stroke_health,1980,25,0.47872563,0.116758753,0.23176044,0.278968982,0.506083932,0.685467913,0.686978072,behavioral,stigmaindex
32525,Stroke_health,1983,25,0.399561632,0.12285104,0.146490261,0.154253682,0.402151171,0.578202659,0.607269386,behavioral,stigmaindex
32550,Stroke_health,1986,25,0.583736456,0.097669204,0.443875573,0.449351858,0.554434756,0.756222824,0.771893695,behavioral,stigmaindex
32575,Stroke_health,1989,25,-0.035718822,0.118310348,-0.242597744,-0.221159108,-0.059337504,0.14550107,0.245345148,behavioral,stigmaindex
32600,Stroke_health,1992,25,-0.255188687,0.114008935,-0.45561895,-0.455552799,-0.263263967,-0.053662415,-0.03960754,behavioral,stigmaindex
32625,Stroke_health,1995,25,-0.203505689,0.07199802,-0.367195904,-0.313312643,-0.212354541,-0.100991276,-0.098077167,behavioral,stigmaindex
32650,Stroke_health,1998,25,-0.096317308,0.082318857,-0.302760866,-0.259423123,-0.082944438,0.006870344,0.026835963,behavioral,stigmaindex
32675,Stroke_health,2001,25,-0.13305271,0.089161445,-0.364386033,-0.243570102,-0.127006259,0.002200109,0.025956102,behavioral,stigmaindex
32700,Stroke_health,2004,25,-0.13123367,0.081729943,-0.395316847,-0.217577958,-0.132905092,-0.013340601,-0.012835452,behavioral,stigmaindex
32725,Stroke_health,2007,25,-0.078349783,0.093363404,-0.236873511,-0.23210587,-0.069909724,0.042331901,0.117191372,behavioral,stigmaindex
32750,Stroke_health,2010,25,-0.103444754,0.12304287,-0.340214014,-0.243161042,-0.148439564,0.081752697,0.23910699,behavioral,stigmaindex
32775,Stroke_health,2013,25,-0.05686974,0.097394475,-0.250928603,-0.244267144,-0.022905134,0.087736514,0.087971941,behavioral,stigmaindex
32800,Stroke_health,2016,25,-0.040829261,0.09394761,-0.246067179,-0.173858724,-0.046571355,0.112699708,0.167915449,behavioral,stigmaindex
32825,Sudden_ infant_death_syndrome,1980,0,,,,,,,,other,stigmaindex
32850,Sudden_ infant_death_syndrome,1983,0,,,,,,,,other,stigmaindex
32875,Sudden_ infant_death_syndrome,1986,0,,,,,,,,other,stigmaindex
32900,Sudden_ infant_death_syndrome,1989,0,,,,,,,,other,stigmaindex
32925,Sudden_ infant_death_syndrome,1992,0,,,,,,,,other,stigmaindex
32950,Sudden_ infant_death_syndrome,1995,0,,,,,,,,other,stigmaindex
32975,Sudden_ infant_death_syndrome,1998,0,,,,,,,,other,stigmaindex
